id,name,ostan,shahrestan,bakhsh
1223,رودبار شهرستان,18,312,279
1224,رودبار محمدزمانی,18,312,279
1225,رودبارقصران,8,265,280
1226,رودبال,17,379,865
1227,رودبنه,25,364,282
1228,رودپی شرقی,27,224,283
1229,رودپی غربی,27,224,283
1230,رودپیش,25,302,580
1231,رودحله,7,358,292
1232,رودخانه,29,209,285
1233,رودخانه بر,29,209,285
1234,رودزرد,13,58,841
1235,رودشت,4,37,162
1236,رودشت شرقی,4,37,93
1237,رودشور,28,219,787
1238,رودقات,1,263,405
1239,روشن آباد,24,350,756
1240,روضه چای,2,26,604
1241,رومشکان,26,213,935
1242,رومیانی,26,213,354
1243,رونیز,17,28,289
1244,رویدر,29,159,290
1245,رهال,2,166,607
1246,ریز,7,129,291
1247,ریزآب,17,417,446
1248,ریگ,9,365,680
1249,ریگ ملک,16,402,293
1250,ریگان,21,214,637
1251,ریگستان,4,21,311
1252,ریوند,11,419,647
1253,زابلی,16,395,980
1254,زاخرویه,17,319,40
1255,زارم رود,27,411,1060
1256,زازران,4,300,456
1257,زاغه,26,153,295
1258,زالوآب,22,208,826
1259,زالیان,28,259,297
1260,زام,11,113,116
1261,زانوس رستاق,27,414,468
1262,زاوکوه,24,332,131
1263,زاوه,11,216,974
1264,زاوین,11,330,298
1265,زاینده رود جنوبی,9,77,396
1266,زاینده رودشمالی,4,295,890
1267,زبرخان,11,419,300
1268,زرآبادشرقی,16,335,301
1269,زرآبادغربی,16,335,301
1270,زرانگوش,6,65,1064
1271,زری,2,166,447
1272,زرج آباد,3,339,434
1273,زردبن,16,233,132
1274,زردشت,30,290,130
1275,زردلان,6,142,1062
1276,زردین,31,116,1049
1277,زرق آباد,12,30,765
1278,زرقان,17,273,302
1279,زرکان,4,262,1026
1280,زرگان,13,62,1056
1281,زرنه,6,53,303
1282,زرین,11,132,415
1283,زرین,9,225,299
1284,زرین,31,22,223
1285,زرین دشت,6,176,685
1286,زرین گل,24,285,757
1287,زرینه,20,192,474
1288,زرینه رود,2,398,611
1289,زرینه رود,14,151,82
1290,زرینه رودجنوبی,2,398,611
1291,زرینه رودشمالی,2,398,611
1292,زریوار,20,380,672
1293,ززشرقی,26,41,306
1294,ززغربی,26,41,306
1295,زفره,4,37,500
1296,زمکان جنوبی,22,124,307
1297,زمکان شمالی,22,124,307
1298,زنجانرودبالا,14,221,942
1299,زنجانرودپایین,14,221,308
1300,زنجیره,6,142,379
1301,زنگبار,2,107,618
1302,زنگلانلو,11,174,552
1303,زنگوان,6,255,459
1304,زنگی آباد,21,328,628
1305,زنوزق,1,378,798
1306,زوارم,12,274,768
1307,زوزن,11,164,165
1308,زولاچای,2,245,606
1309,زهان,10,223,312
1310,زهرای بالا,18,86,749
1311,زهرای پایین,18,86,749
1312,زهک,16,222,666
1313,زهمکان,21,289,213
1314,زیاران,18,4,752
1315,زیارت,7,179,698
1316,زیارت,12,274,768
1317,زیبد,11,357,458
1318,زیدآباد,21,254,313
1319,زیرآب,17,220,872
1320,زیرتنگ,26,341,506
1321,زیرراه,7,179,343
1322,زیرکوه,4,366,68
1323,زیرکوه,10,223,957
1324,زیلایی,23,89,559
1325,زین آباد,18,86,372
1326,ژان,26,186,930
1327,ژاورود,20,324,674
1328,ژاورودشرقی,20,249,362
1329,ژاورودغربی,20,249,481
1330,ژریژه,20,240,675
1331,ساحلی,27,55,598
1332,ساحلی جوکندان,25,281,575
1333,سادات,13,362,843
1334,سادات محمودی,23,185,118
1335,سارال,20,192,317
1336,ساری سو,2,370,65
1337,ساربوک,16,315,318
1338,ساردوییه,21,134,319
1339,ساروق,28,19,320
1340,ساروق,2,118,136
1341,ساق,11,216,348
1342,سالمی,13,258,236
1343,سامان,9,225,923
1344,سامن,30,385,321
1345,ساوالان,3,100,745
1346,سبز پوش,17,349,21
1347,سبزدشت,30,325,919
1348,سبزدشت,31,60,711
1349,سبلان,3,239,322
1350,سپیدار,9,149,27
1351,سپیدار,23,89,691
1352,سپیددشت,26,153,117
1353,سجادرود,27,54,96
1354,سجاس رود,14,151,323
1355,سخت سر,27,195,592
1356,سخوید,31,116,1049
1357,سدن رستاق شرقی,24,327,758
1358,سدن رستاق غربی,24,327,758
1359,سده,28,19,779
1360,سده,17,39,324
1361,سده,10,308,325
1362,سرآسیاب فرسنگی,21,328,628
1363,سرآسیاب یوسفی,23,95,106
1364,سرا,20,242,669
1365,سراب,22,248,817
1366,سراب,30,415,541
1367,سراب,6,53,690
1368,سراب باغ,6,3,326
1369,سراب سفلی,9,287,61
1370,سراب علیا,9,287,61
1371,سراب قامیش,20,249,670
1372,سراب قلعه شاهین,22,235,449
1373,سرابیز,23,57,985
1374,سراجوی جنوبی,1,376,328
1375,سراجوی شرقی,1,376,328
1376,سراجوی شمالی,1,376,797
1377,سراجوی غربی,1,376,797
1378,سراوان,25,204,352
1379,سرباز,16,233,329
1380,سربنان,21,218,625
1381,سرپنیران,17,102,876
1382,سرجام,11,383,17
1383,سرجولکی,13,12,177
1384,سرچشمه,21,207,624
1385,سرچهان,17,85,331
1386,سرخ قلعه,21,316,636
1387,سرخس,11,236,650
1388,سرخکلا,27,250,315
1389,سرخون,29,80,720
1390,سرخه,13,266,425
1391,سردابه,3,20,740
1392,سردارآباد,13,267,838
1393,سرداران,30,325,919
1394,سردارجنگل,25,302,335
1395,سردرودسفلی,30,202,336
1396,سردرودعلیا,30,202,336
1397,سردسیر,4,84,908
1398,سردشت,13,93,314
1399,سردشت,13,177,337
1400,سردشت,9,365,286
1401,سردشت,29,73,987
1402,سردصحرا,1,112,795
1403,سردق,11,63,1071
1404,سررودجنوبی,23,89,691
1405,سررودشمالی,23,89,691
1406,سرشیو,20,380,339
1407,سرفاریاب,23,141,340
1408,سرفیروزآباد,22,329,436
1409,سرقلعه,22,235,816
